calificacion,comentarios
10.0,Solo califica sin comentarios
0.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
,Se envía whatsapp
,Se envía whatsapp
,NO CONTESTA 
,INDICA QUE ES NUMERO EQUIVOCADO 
,Sin contacto del cliente 
,Se envía whatsapp
,NO CONTESTA/ 5CM
,NO CONTESTA 
9.0,NO SATURARLA DE MENSAJES YA ESTABA REALIZANDO EL SERVICIO Y LE MANDARON MENSAJE DE QUE AGENDARA CITA PARA SU SERVICIO 
8.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios/ 5CM
,NO CONTESTA 
8.0,Más específicos en sus costos
,INDICA QUE ES NUMERO EQUIVOCADO 
10.0,Solo califica sin comentarios
8.0,"Publicidad engañosa, no le hicieron vlaida una promoción "
,NO CONTESTA 
10.0,Solo califica sin comentarios/ 5CM
6.0,Muy informales te dicen un horario y el carro dos horas después te lo entregan mi agente le llamas y no te responde para saber de tu unidad de verdad muy atento reo muy mala esperiencia en servicio/ 2CM 
,GM
,NO CONTESTA 
,GM
,GM
,GM
10.0,TODO EN ORDEN
10.0,Solo califica sin comentarios 
,NO CONTESTA
6.0,Pendiente por reparación desde 13/05/24
,NO CONTESTA
10.0,"la verdad siempre es un buen servicio y atención , gracias"
10.0,Solo califica sin comentarios/ 5CM
10.0,Solo califica sin comentarios
,NO CONTESTA 
10.0,SOLO CALIFICA SIN COMENTARIOS 
,"LLAMAR EL LUNES, SE ENCUENTRA OCUPADA"
10.0,TODO BIEN 
6.0,Sigue haciendo lo mismo
10.0,Solo califica sin comentarios
,Se envía whatsapp/ 1CM/ INCICA QUE ES NÚMERO EQUIVOCADO 
,Sin contacto del cliente 
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios
,MOLESTO POR TANTAS ENCUESTAS 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
6.0,Solo califica sin comentarios
10.0,"TODO BIEN, SOLO ENTREGARLES UNA HOJA EN DONDE DIGA QUE SE LE REALIZÓ A LA UNIDAD, Y NO CAMBIAR LOS PRECIOS DE PAGIN A"
,NUMERO EQIVOCADO/ NO CONTESTA 
10.0,Solo califica sin comentarios
,NO CONTESTA 
,NO CONTESTA 
,NO CONTESTA 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios/ 5CM
6.0,Solo califica sin comentarios 
6.0,LE ENTREGARON UNA HORA DESPUES EL SERVICO FUE MUY BUENO PERO LA ATENCIÓN DEL CONSULTOR NO FUE LA MEJOR 
10.0,TODO BIEN/ 5CM
10.0,Solo califica sin comentarios/ 5CM
0.0,Solo califica sin comentarios 
8.0,Comunucación más rápida y efectiva por parte de la asesora
,Sin contacto del cliente 
,NO CONTESTA 
,NUMERO EQUIVOCADO 
10.0,NO TIENE COMENTARIOS 
,NO CONTESTA
10.0,"TODO BIEN, SOLICITA COTIZACIÓN DE SUS FRENOS/ SE PIDE AL CONSULTOR COTIZACIÓN "
,MARCA COMO NUMERO EQUIVOCADO 
,NO CONTESTA
,Se envía whatsapp
,NO CONTESTA 
,Se envía whatsapp
7.0,LE ENVIARON UN PRESUPUESTO Y DESPUES SE LO MODIFICARON Y ERA MAS ALTO/ se pide al consultor envíe el presupuesto 
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
10.0,Solo califica sin comentarios / 5CM
,INDICA NUMERO EQUIVOCADO 
10.0,5CM/ Solo califica sin comentarios 
8.0,"PIDIO QUE LA AGENDARAN CON UN CONSULTOR EN ESPECIAL Y NO LO HICIERON TUVO QUE VENIR AL DISTRIBUIDOR PARA AGENDAR CITA, PIDE QUE NO LA VUELVAM A PONER CON FERNANDO C"
7.0,Solo califica sin comentarios 
10.0,Todo bien 
8.0,Solo califica sin comentarios / 3CM
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios/ 5CM
10.0,Solo califica sin comentarios/ 5CM
,NO CONTESTA /
10.0,Solo califica sin comentarios 
0.0,manejan distintos precios por canales diferentes 
10.0,TODO BIEN 
8.0,Solo califica sin comentarios/ 5CM
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
9.0,CUMPLIR CON LOS HORARIOS DE ENTREGA 
8.0,Solo califica sin comentarios 
,NO QUISO CONTESTAR POR HABER MENCIONADO OTRO NOMBRE 
,Se envía whatsapp
8.0, Los tiempos de atencion Tardaron una semana en reponer la bateria de mi camioneta/ 5CM
6.0,MOLESTO POR TANTAS ENCUESTAS 
10.0,Solo califica sin comentarios/ 5CM
10.0,Solo califica sin comentarios 
10.0,TODO BIEN / 5CM
10.0,Solo califica sin comentarios
6.0,"NO QUIERE CONTESTAR LA ENCUESTA, PIDIO REVISARAN UN RUIDO Y NO LO HICIERON, TODO LO HACEN AUTOMATIZADO SIN DETALLES "
,NO CONTESTA 
10.0,TODO BIEN 
,Se envía whatsapp/ 5CM GRACIAS POR SU ATENCION ES AGRADABLE SU SERVICIO/ NO CONTESTA 
10.0,Solo caifica sin comentarios/ 5CM
8.0,Muuuuy caro 
,NO CONTESTA 
,Se envía whatsapp/ 5CM/  NO CONTESTA 
10.0,TODO BIEN 
,INDICA NUMERO EQUIVOCADO Y NO CONTESTA 
0.0,Solo califica sin comentarios 
,Se envía whatsapp
0.0,A parte su servicio y costo de refacciones están fuera de toda proporción/ 5CM
,EL NUMERO ES DE ALGUIEN MÁS Y NO PUEDE DAR INFORMACIÓN DE LA UNIDAD 
,Sin contacto del cliente 
10.0,Solo califica sin comentarios 
,"LLAMAR MAS TARDE, VA MANEJANDO "
,NO CONTESTA 
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,NO CONTESTA 
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,NO CONTESTA 
0.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,NO CONTESTA 
,Se envía whatsapp
,NO CONTESTA E INDICA NUMERO EQUIVOCADO 
9.0,TODO BIEN 
,NO CONTESTA 
10.0,TODO BIEN 
7.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios
,NO CONTESTA 
6.0,PRECIOS MUY ALTOS Y TIEMPOS DE ENTREGA 
10.0,TODO BIEN 
,Se envía whatsapp
,NO CONTESTA 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios/ 5CM
10.0,Solo califica sin comentarios 
10.0,TODO MUY BIÉN 
10.0,TODO BIEN 
10.0,Solo califica sin comentarios / 5CM
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
6.0,Solo califica sin comentarios/ 1CM
,"LLAMAR MAS TARDE, VA EN CARRETERA "
10.0,Solo califica sin comentaros
10.0,Solo califica sin comentarios 
10.0,"TODO ESTUO BIEN, SOLO FATÓ MÁS SEGUIMIENTO Y CONFIRMACIÓN DE ENTREGA "
10.0,Solo califica sin comentarios
8.0,Solo califica sin comentarios 
,NO CONTESTA/ 4CM
,se envía whatsapp
6.0,Solo califica sin comentarios 
,NO CONTESTA 
10.0,Solo califica sin comentarios/ 5CM
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios 
10.0,TODO ESTUVO MUY BIEN 
10.0,TODO MUY PUNTUAL Y EN ORDEN 
,COMUNICARSE CON EDGAR GÓMEZ / NO CONTESTA 
,NO CONTESTA 
,Nuevos
,Nuevos
6.0,"NO RESOLVIERON SUS DUDAS, LE ENTREGARON LA LLAVE APLASTADA, LE DIERON UN KIT DE REPARACIÓN PERO ESO NO FUE SUFICIENTE "
,Autos demo 
,Nuevos
,Nuevos
10.0,Solo califica sin comentarios 
,NO CONTESTA 
10.0,Solo califica sin comentarios
10.0,TODO BIEN 
,COLGO
6.0," Mi última visita fue muy triste y me quedé decepcionada. Tus especialistas no son Profesionales. Iré a otro centro de servicio. Cambiaron los precios del servicio, presentándome un hecho consumado."
,COLGO
10.0,EDURDO MUY BUEN SERVICIO 
,Se envía whatsapp
,Se envía whatsapp
,NO CONTESTA 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,LLAMAR DESPUES DE LAS 4PM 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
8.0,Solo califica sin comentarios 
6.0,"HA INGRESADO 3 VECES LA UNIDAD Y HA FALLADO POR FRENOS, INGRESÓ ANTERIORMENTE EN POZARICA TIENE VARIOS TICKETS CON EL CAC QUIEN 4-35533536467"
8.0,"FUE UN SERVICIO NORMAL, NO LE GUSTA DAR CALIFICACIONES "
10.0,TODO BIEN 
8.0,TARDARON MUCHO EN LLEGAR LAS PIEZAS 
6.0,"EN CUNATO AL SERVICIO BIEN, NO HUBO SEGUIMIENTO RESPONDE EL SR.OSCAR CUELGA "
,NO CONTESTA 
,NO CONTESTA 
10.0,TODO BIEN 
,INDICA NUMERO EQUIVOCADO
,NO CONTESTA 
8.0,TIENE OTRA UNIDAD EN EL DISTRIBIUIDOR Y NO LE HAN DADO SEGUIMIENTO 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,NO CONTESTA 
8.0,Solo califica sin comentarios 
,NO CONTESTA 
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,NO CONTESTA / 4CM 
10.0,5CM/ Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,NO CONTESTA 
,INDICA NUMERO EQUIVOCADO
10.0,PARECE QUE TODO BIEN 
,Se envía whatsapp
,Sin contacto del cliente 
,INDICA NUMERO EQUIVOCADO/1 CM
,CUELGA
,Sin contacto del cliente 
,EL NO PUEDE DAR INFORMACIÓN ES EL CHOFER 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,NO CONTESTA 
,NO CONTESTA 
10.0,Solo califica sin comentarios 
10.0,MUY BIEN TODO 
,NO CONTESTA 
6.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios / 5CM 
,Sin contacto del cliente 
,Se envía whatsapp
8.0,"No sabría que decirle, creo que en general trabajan bien, me parece que podrían tener un mejor Hojalatero!"
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,INDICA NUMERO EQUIVOCADO 
,Se envía whatsapp
,Sin contacto del cliente 
,INDICA NÚMERO EQUIVOCADO / 1CM
,NO CONTESTA
10.0,Solo califica sin comentarios 
8.0,"EXPLICXACION DEL SERVICIO , SE ENCENDIÓ UN TESTIGO "
,NO CONTESTA 
10.0,TODO MUY BIEN 
6.0,"Tengo inconformidad porque la lleve a servicio y me hicieron un diagnóstico y también se  le hice, ahora no funciona mi turbo."
,NO CONTESTA 
10.0,Solo califica sin comentarios / 5CM 
6.0,"PIDEN QUE SEAN PUNTUALES PARA LA LLEGADA Y TARDAN MUCHO EN RECIBIR, LA UNIDAD LA SIGUEN PROBANDO Y NO PUEDEN DECIR SI FUE BUENO EL SERVICIO "
,NO CONTESTA 
,NO PUEDE TOMAR LA LLAMADA 
,NO CONTESTA 
10.0,Solo califica sin comentarios 
6.0,"MEJORAR LA COMUNICACIÓN, NO HAY SERVISIO DE VALLET"
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
,NO CONTESTA 
,INDICA NUMERO EQUIVOCADO 
10.0,Solo califica sin comentarios/ 5CM
,NO CONTESTA / 1CM
10.0,TODO BIEN 
10.0,"TODO ESTUVO PERFECTO/ CONTESTA ERIK, EL OTRO NUMERO LE PERTENECE A SU JEFE/ 2CM"
,nuevos 
,NO CONTESTA 
6.0,Solo califica sin comentarios 
6.0,ENVIO DE FACTURA 
6.0,Se envía whatsapp
10.0,Solo califica sin comentarios 
,NO CONTESTA 
,Se envía whatsapp
8.0,Solo califica sin comentarios/ 3CM
10.0,Solo califica sin comentarios/ 4CM
6.0,Falta de seguimiento 
,Se envía whatsapp
6.0,Solo califica sin comentarios / 5CM
10.0,Solo califica sin comentarios / 5CM 
10.0,TODO MUY BIEN 
10.0,Solo califica sin comentarios 
10.0,TODO EXCELENTE/ 5CM
10.0,Solo califica sin comentarios 
,NO CONTESTA 
6.0,"LE QUISIERON COBRAR DE MAS POR SERVICIOS QUE NO NECESITABA SU UNIDAD, TARDARON EN ENTREGARLE LA UNIDAD Y NO LE EXPLICARON EL SERVICIO DETALLADAMENTE NI MOSTRARON LAS REFACCIONES REEMPLAZADAS "
,NO CONTESTA 
,Se envía whatsapp
,Se envía whatsapp
,TOMA LA LLAMADA PERO NO RESPONDE 
,NO CONTESTA 
10.0,Solo califica sin comentarios 
10.0,TODO ESTUVO PERFECTO 
10.0,Solo califica sin comentarios 
,Se envía whatsapp
,Sin contacto del cliente 
,NO CONTESTA 
6.0,Desafortunadamente todo esto surge cuando te venden un auto y viene aparejado de información falsa errónea.
,NO CONTESTA/ 4CM
6.0,Solo califica sin comentarios/ 5CM
10.0,Solo califica sin comentarios 
8.0,COTIZACION DE CAMBIO DE BALATAS /NO DESEA DAR COMENTARIOS TAL VEZ MAS ADELANTE LO HAGA 
10.0,Solo califica sin comentarios 
,NO CONTESTA
10.0,Solo califica sin comentarios/ 5CM
,NO CONTESTA 
,Se envía SMS 
,Se envía whatsapp
,Se envía SMS 
,NO CONTESTA 
,NO CONTESTA 
10.0,Solo califica sin comentarios 
8.0,Solo califica sin comentarios/ 3CM
6.0,"no saben la atencion al cliente, no hicieron nada extraordinario, solo dan atención básica "
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
10.0,Solo califica sin comentarios 
6.0,NO CONTINUA CON LA LLAMADA NI DESEA BRINDAR INFORMACION YA QUE SU TELEFONO LO IDENTIFICO EN ROJO 
0.0,BDC
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,"NO PUEDE BRINDAR INFORMACIÓN, LLAMAR MAS TARDE, CONTESTA YADIRA RODRIGUEZ/ 4CM"
10.0,Solo califica sin comentarios 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
8.0,DEBERIAN TENER MAS BENEFICIOS Y GARANTIAS NO RECOMIENDA CHEVROLET 
,Se envía whatsapp
,"NO PUEDE RESPONDER, LA UNIDAD ES DE SU PRIMO, CONTESTA OSCAR "
10.0,"TODO FUE MUY BUENO, RAPIDO Y TUVIERON LA BATERIA EN STOCK "
,Sin contacto del cliente 
,TOMA LA LLAMADA PERO NO RESPONDE 
,NO CONTESTA 
,MANDA A BUZON
6.0,INGRESÓ LA UNIDAD Y YA NO SIRVE EL TURBO 
10.0,Solo califica sin comentarios 
,CUELGA
,NO CONTESTA/ 5CM
10.0,Solo califica sin comentarios/ 5CM
,NO CONTESTA 
10.0,Solo califica sin comentarios 
,NO CONTESTA 
8.0,Solo califica sin comentarios 
,NO CONTESTA 
10.0,Solo califica sin comentarios
10.0,Solo califica sin comentarios 
6.0,FUE MUCHO TIEMPO PARA EL REEMPLAZO DE UN FOQUITO 
,Sin contacto del cliente 
10,Todo muy bien
8,Todo bien *
10,Siempre la atienden excelente
10,Angel siempre ha sido una maravillosa persona y profesional.
10,"Que manden la constancia de situación fiscal desde el principio, porque eso atrasa el proceso"
9,Todo bien
10,Todo muy bien
10,Sin comentarios
8,"Nada, todo bien"
9,Todo bien
10,"Todo bien, solo que no le hizo sentido que le recomendaron un líquido pata frenos"
 , 
8,Ninguno
9,El tiempo de espera fue demasiado
10,"No,fue buena"
10,Todo bien
 , 
10,Todo bien
10,Sin comentarios
6,No le hicieron nada a la unidad
10,Sin comentarios
10,El tiempo de espera es mucho
10,"Que no tienen servicio de grúa, estaría bien ese servicio."
 , 
 , 
 , 
10,Todo muy bien
10,Todo ha sido muy positivo.
 , 
10,Todo bien
8,Sin comentarios
8,Sin comentarios
10,Excelente todo
9,"Comunicación, sin embargo todo estuvo bien hoy, me atendieron excelente."
10,Todo bien
10,"Todo bien, excelente servicio"
 , 
8,Todo bien *
 , 
10,Que tengan cuidado con los vehículos porque les dan rayones
10,que conserven el sistema que tienen y que lo mejoren
9,"El sistema está bien, caja es muy tardado"
10,Todo bien
10,Excelente servicio
 , 
10,Todo en orden con la unidad
10,Todo bien
 , 
10,Todo bien
10,"Le dijeron de la batería que la tenían en fechas diferentes, no le dieron información correcta."
 , 
10,Mantengan la puntualidad
4,"Informen bien y no hagan el proceso tan tardado y burocrático. No dieron seguimiento. Siempre están molestos los asesores, lo trataron pesimo, es marítimo."
 , 
 , 
6,Reporta rayón al momento de entrega.
8,Tardaron mucho en entregar la unidad
10,Todo super bien
10,Todo muy bien y puntuales.
10,"Ninguno, excelente servicio"
 , 
10,Todo muy bien.
9,Sin comentarios
10,"La ocasión pasada que vino, no le dieron la póliza de seguida."
10,Bastante bien y rápido
10,Tiempo es demasiado
10,Sin comentarios
8,Sin comentarios
9,Buen servicio y atención
9,Mucho tiempo de espera
8,Sin comentarios
 , 
8,Sin comentarios
8,En caja muy mala atención. Entregaron la unidad con polvo en carrocería. No recién lavada.
10,"Sigan siendo transparentes en la comunicación, siempre hay seguimiento y se habla con la verdad, todo muy bien"
6,Antes de que manden presupuesto revisen si el vehiculo tiene garantía y que no la dejen sin coche tantos días.
 , 
10,Todo bien
10,Ningún comentario
10,Sin comentarios
10,Todo bien
8,Sin comentarios
8,No ninguno
7,Cliente muy molesto por la demora en la entrega de su vehículo
 , 
10,Excelente
10,Todo bien
8,Sin comentarios
10,Todo esta bien.
10,Sin comentarios
8,Sin comentarios
10,Todo bien
10,Todo bien
10,"Que sigan haciendo bien su trabajo, te atienden bien desde que llegas"
10,Todo muy bien
10,Todo bien
10,Todo muy bien
10,La atención esta genial y los tiempos super bien
10,Todo muy bien
10,Excelente servicio
8,Todo bien *
0,"Comunicación, el seguimiento no se le dio."
8,Todo bien #
10,Sin comentarios
8,Sin comentarios
8,Sin comentarios
 , 
10,Sin comentarios
10,Me pareció muy bien el servicio y la atención.
10,"El proceso fue rapido, y agendar cita fue sencillo"
10,Todo bien
10,Que siga la buena atención
10,Todo muy bien
9,"En los servicios no le ha ido bien, o sale con arañazos."
10,"Todo muy bien, estuvo muy rápido"
10,Todo bien
0,Que le cobraron una pensión qué nunca le mencionaron.
10,Uno confía en el vendedor y no revisan las unidades y salen con detalles.
10,Excelente servicio
10,Ninguno
9,Ninguno
10,Excelente servicio
9,No le dan el status del vehículo y no le dan información suficiente.
8,Todo bien *
9,El tiempo que toma la reparación
 , 
7,"Ha tenido mala experiencia en el área de servicio, y no han respondido"
9,Todo bien
8,Todo bien *
10,Todo muy bien
10,Todo bien
10,"Espera en la hoja de pago es tardado, sería mejor pasar directo o que la den antes."
10,Todo muy bien
9,Todo bien
7,"Se siente engañado, y molesto. Porque no le resuelven dudas. Desinformación por parte de todos."
8,Todo bien #
8,Todo bien *
9,Ninguno
 , 
6,Muy impuntuales.
 , 
10,Muy bien todo
9,Ninguno en esta visita
10,Todo bien
10,Todo bien
10,Tiempo de espera en entregar es demasiado
10,Todo bien hasta el momento
10,Esta bien todo
10,Esta contento con el servicio
8,Sin comentarios
10,Ninguno
8,sin comentarios*
10,"Excelente servicio, buen servicio y atención."
10,El Internet no fue bueno.
8,Todo bien *
10,Todo bien solo que las refacciones tardan mucho.
10,Todo estuvo de lujo
10,Todo bien
10,Todo bien
10,No ninguno
10,Todo correcto
10,Todo bien
10,Todo está bien.
10,Todo bien
 , 
10,Todo bien
10,Todo bien
10,Todo bien
 , 
 , 
8,Todo bien *
10,todo excelente
10,Todo bien
 , 
10,Todo muy bien
8,Cliente molesto por tiempo de espera en la entrega de su carro
10,Todo bien
8,"Chatbook no coincide, que no contestan mensajes, tuvo que venir a sacar cita porque no se comunicaron con él."
10,Sin comentarios
8,Todo bien *
8,Todo bien *
 , 
9,Las refacciones la dieron a alguien que no debian.
10,"Reducir tiempos, los tiempos son excesivos"
8,el tiempo de espera y no que no dan seguimiento
10,Todo bien
 , 
10,Todo perfecto
8,Todo bien *
8,Todo bien *
 , 
 , 
10,Todo bien
10,"Todo muy bien, gran servicio"
9,Que programen los servicios bien.
9,Todo muy bien
8,Todo bien *
10,Descuentos
10,Todo fue rápido
8,Todo bien *
10,Ninguno
9,"Mandan publicidad engañosa, no especifican que es para ciertos vehículos. Tener cuidado."
9,Porque se tardan mucho
 , 
5,Tiempo de espera y nula comunicación
 , 
8,Todo bien *
 , 
 , 
 , 
 , 
8,Todo bien *
10,Espera del diagnóstico en la respuesta
10,Tiempo de espera de la entrega
8,Todo bien *
10,"Bien, solo se tardan en recibir el auto el asesor"
10,Todo bien
10,Tarda un poco
8,Todo bien *
10,Sigan igual de amables
9,En caja no hay cambio
10,Perfecto todo
10,Las citas le gustaría que fueran en fin de semana.
8,Todo bien *
 , 
8,Todo bien #
 , 
10,Todo bien
3,Ninguno
10,Todo bien
10,Muy bien servicio
9,Rápido y lo atendieron bien
10,Todo muy bien
9,No respetaron el horario de entrega.
10,Todo bien
10,Ha sido genial el trato
10,Le gustó la puntualidad
10,"Todo estuvo excelente, solo fui yo el que se atrasó"
10,Sin comentarios
8,Cliente molesto por tiempo de espera
10,Todo bien
9,Otra caja para que el pago sea rápido.
5,El tiempo de espera y mala atención del asesor
10,Todo muy bien
10,Todo bien
8,Todo bien *
8,Atención más rápida
 , 
8,Todo bien *
8,Todo bien *
8,Todo bien *
0,Le hicieron pasar un pésimo día
8,Todo bien *
8,Todo bien *
7,No
9,Tardaron en contestar en WhatsApp al hacer la cita
10,El servicio es bueno pero no estaba la pieza que necesitaba
 , 
8,Todo bien *
10,Un poco más de respuesta rápida y facilidad de comunicación vía telefónica
 , 
10,Sin comentarios
10,Todo perfecto
9,Sin comentarios
10,No pusieron atención qué no quería concierto agente de servicio y fue el que le pusieron.
8,Todo bien *
10,Sin comentarios
10,Más asesores y más personal para recibir vehiculos.
10,Todo muy bien
10,Sin comentarios
10,Todo excelente
10,Entregan en tiempo y forma
10,todo muy bien
9,ninguno
10,"Media hora de atraso, exigen la puntualidad y no la dan"
9,"En la mañana espero 10 minutos, debe ser puntual"
10,"Colocar información en WhatsApp,  verdadera."
10,Satisfecho
9,Sin comentarios
8,Todo bien *
 , 
 , 
10,Ninguno
 , 
 , 
10,Todo muy bien
10,Todo bien
10,Todo muy bien
5,"El vehículo muestra rechino, no preguntaron nada."
10,Todo bien
10,Sin comentarios
8,Todo bien *
 , 
8,Todo bien #
10,Todo bien
10,Reducir tiempos de entrega
10,Excelente servicio
7,Es muy lento el servicio
10,Sin comentarios
 , 
5,Servicio y refacciones carismas
9,Todo muy bien
 , 
8,Todo bien *
10,Todo bien
8,"Bajar los precios, esta demasiado caro."
10,Todo bien
 , 
8,Todo bien *
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
10,Las personas en caja son groseras
5,"Todo muy complicado, falta de comunicación, se va con una mala experiencia."
 , 
8,Todo bien *
 , 
10,Sin comentarios
9,Muy bien todo
10,Sin comentarios
10,Todo bien por el momento
9,Sin comentarios
10,El servicio es genial
 , 
 , 
10,Todo bien
 , 
10,Todo bien
9,"Entrega a tiempo , se tardaron en entregarle"
10,Todo bien
10,Todo muy bien
10,Todo muy bien
10,Ninguno
10,Todo bien
 , 
 , 
 , 
 , 
 , 
8,Todo bien *
10,"Todo bien, siempre le hablan, y le dan la atencion."
10,Todo bien
9,Se tardaron en realizar el servicio.
10,"Que le avisen cuando ya quede, quiere seguimiento."
10,"Todo bien, solo que sube el costo y no le dan explicación."
8,Todo bien *
8,Mejor atención
8,Todo bien #
8,Todo bien *
5,"Ha tenido muchas situaciones con su vehículo, la atención es lenta y es muy caro."
10,"Gran servicio por parte del personal, especialmente por Yazaret Cruz"
10,Todo bien
10,La atención es buena y el servicio es ágil
10,"Mejorar los tiempos, son muy tardados."
10,"Mandan muchos mensajes en WhatsApp, innecesarios."
10,sigan asi
 , 
8,Todo bien*
8,Todo bien *
8,Confusión en su segunda llave del vehículo
8,Todo bien *
8,Todo bien *
8,Todo bien *
 , 
8,Todo bien *
10,Todo bien
10,Todo bien
10,Todo muy bien
5,"No se dice completa la información, siente racismo por parte del asesor."
 , 
8,Todo bien *
 , 
9,Todo en orden
10,Todo bien
 , 
10,Todo bien
10,Todo bien por el momento
9,Buen servicio
10,Excelente todo
10,Ninguno
8,Todo bien #
9,Ninguno
8,Todo bien *
 , 
8,"Tiempo de cotización, casi tres semanas. Fue muy lento."
8,Todo bien *
8,Todo bien *
10,Ninguno
8,Todo bien *
8,Todo bien #
8,Todo bien *
8,Todo bien *
 , 
8,Todo bien *
10,Seguimiento mejorar.
10,Tiempos de entrega
9,Bien todo
10,Todo muy bien
10,Ninguno
10,Muy bien todo
10,No
10,Todo muy bien
8,Todo bien *
8,Todo bien *
 , 
 , 
8,Todo bien *
9,Ninguno
 , 
10,Todo bien
8,Todo bien *
 , 
10,"Nada, si lo recomendaría mucho"
7,No hubo comunicación por un tema con un birlo
10,Excelente servicio
10,Siempre los han atendido muy bien
10,Excelente atención
8,Todo bien *
10,Ha estado muy bien.
 , 
5,"Que le pongan interés, porque recibió vehículo con golpe, no la revisaron correctamente."
 , 
 , 
 , 
 , 
8,Todo bien *
10,Excelente servicio
 , 
 , 
5,Sin comentarios
8,Todo bien *
 , 
8,Todo bien *
10,Todo bien
9,Todo bien
8,"En caja no son amables y no son amables, en servicio todo bien."
10,Todo bien
10,Todo muy bien
10,"En la página, marcan al número, no contesta nadie. Ni el asesor Fernando."
10,"La cita no la registraron, que tengan más cuidado"
10,Muy profesionales
9,Ninguno
 , 
 , 
 , 
10,Me gustó
8,Todo bien #
 , 
10,Todo excelente
9,Lo atendieron muy bien
8,Todo bien *
10,Todo bien
 , 
8,Todo bien #
10,Todo bien
8,Todo bien *
8,Todo bien *
 , 
 , 
6,Nula comunicación por parte del asesor.
10,Todo muy bien
8,Todo bien *
10,No
8,Que tengan refacciones.
10,Está muy contento de traer su camioneta aquí
8,Todo bien *
 , 
10,Todo bien
10,Todo sin problema.
10,Muy atentos todos
10,Todo bien
10,Todo bien
10,Todo excelente
10,Todo super bien
8,Todo bien *
8,Todo bien *
 , 
9,"Todo bien ,solo tardaron mucho las piezas"
8,Todo bien *
10,"Ninguno, fueron muy amables"
 , 
10,Todo bien.
10,Puntualidad
 , 
 , 
8,Todo bien *
7,"Los costos son excesivos, son servicios que no necesita el auto. Parece una broma."
10,Que sean más rápidos al recepcionar el vehículo
10,Nunca esta el personal de caja.
10,Excelente trato al cliente
9,Sin comentarios
10,Tuvo un gran servicio
10,Todo bien
10,Todo bien
8,Todo bien *
8,Todo bien #
8,Todo bien *
8,Todo bien #
8,Todo bien *
8,Todo bien #
 , 
10,El tiempo de servicio es muchísimo
9,Todo bien
10,Excelente
 , 
10,Muy rápido todo
8,Todo bien *
8,Todo bien *
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
8,Todo bien *
8,Todo bien *
 , 
 , 
 , 
 , 
 , 
 , 
 , 
8,Todo bien *
10,Siempre bien
10,Pues bien hasta ahorita
10,"Muy bien, solucionaron mi problema"
 , 
8,Todo bien *
10,Todo bien
10,Todo bien
9,Bien todo
9,Ninguno
10,Ninguno
10,Todo bien
8,Todo bien *
10,Todo bien
10,Siempre excelente
10,Todo bien
10,Todo bien
8,Todo bien *
10,Caja fue tardado porque estaban jugando
10,Excelente servicio
8,Todo bien *
 ,
